Total_Records,Number_of_Cities,Average_AQI,Median_AQI,Worst_City,Worst_Season,Hazardous_Days,Hazardous_Percentage
18265,5,251.1113824254038,251.2,Mumbai,Winter,7351,40.24637284423761
